-0.32533,-0.16649,35.967,44.779,51.01,32.105,-0.37305,0.16978,-0.17897,0.53902,1.1971,0.89865,2.2311,2.3265,0.54947,1.7744,2.6535,1.3622,0.17842,0.87112,1.0582,-2.3945,0.89672,1.814,-8.3027,7.4359,9.0439,6.2656,9.0141,1.0246,-0.16793,-0.50019
-0.48791,-0.33293,34.254,43.746,50.311,30.91,0.18624,0,-0.17897,0.35935,0.51306,0.71892,2.2311,1.9686,0.91578,2.6616,3.4827,1.873,1.6057,1.9165,2.6456,-1.2893,1.7934,3.2652,-7.9567,8.4499,9.6899,7.1123,10.016,1.1954,-0.50373,-0.66694
0,0.33206,34.425,44.09,50.835,31.251,0.55873,0.16978,-0.53692,0.53902,0.68408,1.0784,2.0595,2.1475,1.0989,2.4842,3.6485,2.2136,2.141,2.9618,2.9984,-0.36837,2.8695,4.1722,-8.3027,7.9429,9.5284,6.7736,9.181,0.85386,-0.67166,-0.33349
-1.1385,-0.99879,32.713,42.712,49.612,30.227,-0.37305,0,-0.35795,0.7187,0.68408,1.0784,2.0595,2.3265,0.36631,2.3068,3.4827,1.873,1.2489,2.0907,2.2929,-1.1051,1.7934,3.0838,-8.3027,8.2809,9.5284,6.2656,9.181,0.68309,-0.33586,-0.50019
-1.3011,-1.4982,31.343,42.196,49.962,29.714,-1.1191,-1.0222,-0.71584,-0.1801,0.51306,0.35946,1.5446,1.2527,0.18316,1.9519,2.3218,0.85138,0.17842,1.0453,1.5874,-1.8419,1.0761,2.721,-10.032,6.7599,7.5904,4.4028,7.3448,-0.68389,-0.16793,-0.83368
-1.9516,-2.3304,29.459,40.818,48.914,28.86,-1.4921,-0.51108,-1.0738,-0.54026,0.17102,0.35946,1.5446,1.4317,-0.18365,1.2421,1.8243,0.34055,-0.17877,0.52267,0.52912,-2.0261,0.53803,1.6326,-10.205,6.7599,7.7519,4.2335,7.6787,-0.8549,-0.33586,-0.66694
-1.789,-2.164,29.287,40.301,48.914,28.86,-1.6786,-1.3628,-1.0738,-1.4407,-1.0286,-0.54067,0.51487,0.35792,-1.1016,0,0.82921,-0.6823,-1.4302,-0.87278,-0.17661,-3.1312,0,1.0884,-10.378,6.2529,7.5904,4.2335,6.844,-1.7097,-0.67166,-0.66694
-2.2769,-2.164,29.287,40.646,49.263,28.69,-2.7977,-2.385,-1.6107,-2.5212,-1.3714,-1.6219,-0.51632,-0.35856,-1.836,-0.35574,0.16584,-0.6823,-1.609,-0.69822,-0.70634,-3.3154,0,0.90699,-9.1676,7.0979,8.8824,4.9109,7.8456,-1.1968,-0.50373,-1.0004
-3.7406,-3.6621,29.972,40.99,49.263,29.031,-3.3572,-2.7256,-1.7896,-2.8813,-2.0571,-1.4417,-0.86055,-0.89635,-2.9376,-0.53358,-0.16618,-2.2175,-1.7877,-1.3964,-1.4126,-3.868,-0.53877,0.1814,-10.724,5.5769,6.6214,3.2175,6.3433,-2.0517,-0.67166,-0.83368
-2.6022,-2.4969,30.315,41.335,50.661,29.543,-2.6112,-1.0222,-0.71584,-0.90046,0.51306,0,1.5446,1.6106,-0.73444,0.53233,0.82921,-0.51175,-0.71512,0.34845,0.88187,-1.8419,1.7934,2.721,-10.724,5.5769,6.9444,3.7255,6.844,-1.8807,-0.67166,-0.83368
