-11.954,-12.952,-913.32,-721.9,-785.07,17.53,-12.462,-8.1589,-13.034,-10.061,-9.4045,-11.862,-9.0655,-10.556,-13.92,-12.754,-10.58,-12.94,-13.203,-13.419,-6.681,-13.414,-12.375,-11.785,-14.459,-11.149,-9.3457,-11.314,-8.6428,-11.728,-9.377,-11.793
-11.307,-13.284,-914,-722.07,-785.07,17.53,-12.09,-8.3289,-13.213,-10.6,-10.088,-12.221,-9.2365,-10.735,-14.47,-12.577,-10.249,-12.94,-12.847,-13.071,-7.0326,-13.598,-12.555,-12.147,-14.459,-11.656,-9.6679,-10.976,-7.1469,-11.219,-9.5444,-11.627
-11.631,-12.952,-913.49,-722.07,-784.89,17.871,-11.904,-8.6689,-13.213,-10.241,-9.2334,-12.042,-9.2365,-10.914,-14.104,-12.931,-10.249,-12.94,-13.382,-13.071,-6.8568,-13.414,-13.272,-12.51,-14.459,-11.487,-9.3457,-10.301,-6.6483,-11.219,-9.2095,-11.627
-11.307,-12.454,-913.49,-722.59,-784.72,17.7,-11.718,-7.989,-13.213,-10.241,-9.7464,-12.221,-9.0655,-11.272,-13.737,-12.577,-9.753,-12.259,-13.203,-13.071,-6.3293,-13.23,-12.555,-11.785,-14.631,-11.825,-8.54,-10.301,-5.9835,-11.389,-9.377,-11.793
-11.469,-12.62,-913.66,-722.07,-784.72,17.53,-10.974,-8.3289,-12.855,-10.241,-9.4045,-11.503,-9.2365,-11.451,-15.203,-12.754,-10.084,-13.11,-13.382,-12.896,-6.5052,-13.598,-12.734,-11.785,-14.115,-10.811,-9.0234,-10.808,-6.4821,-11.049,-9.2095,-11.627
-10.823,-12.62,-913.49,-721.72,-785.07,17.871,-11.904,-8.3289,-13.57,-10.6,-10.088,-11.862,-9.4075,-11.093,-14.47,-11.868,-9.5877,-12.599,-13.739,-13.245,-6.5052,-13.414,-12.734,-11.241,-13.77,-10.473,-9.0234,-10.47,-5.9835,-10.709,-9.377,-11.627
-11.631,-12.952,-913.49,-721.72,-784.72,18.381,-11.718,-8.1589,-12.677,-10.78,-9.5754,-12.042,-9.4075,-10.914,-14.287,-12.223,-9.5877,-13.28,-13.739,-13.071,-5.9777,-13.23,-12.555,-11.603,-13.082,-9.7975,-9.3457,-11.145,-5.9835,-10.369,-8.8746,-11.295
-10.984,-12.62,-913.32,-721.55,-784.55,18.041,-12.462,-8.1589,-13.213,-10.78,-9.9174,-12.221,-9.2365,-10.914,-13.737,-11.691,-9.2571,-12.769,-13.025,-12.896,-6.5052,-13.046,-12.375,-11.241,-12.91,-9.2908,-9.6679,-10.639,-4.4876,-10.029,-9.2095,-11.461
-11.146,-12.786,-913.14,-721.9,-784.89,17.36,-11.718,-8.1589,-12.498,-10.78,-10.088,-11.503,-9.2365,-11.093,-13.92,-12.754,-10.91,-12.94,-13.739,-13.071,-6.5052,-13.414,-12.555,-11.422,-12.737,-9.7975,-9.8291,-11.483,-4.82,-10.199,-9.0421,-11.793
-11.469,-12.454,-913.14,-721.9,-784.55,18.041,-11.532,-8.3289,-13.034,-11.139,-9.9174,-11.682,-9.0655,-10.914,-13.737,-12.046,-9.4224,-12.088,-13.739,-13.245,-6.8568,-13.23,-12.555,-12.147,-12.91,-9.7975,-9.3457,-11.652,-4.6538,-10.709,-9.2095,-11.295
-12.277,-13.616,-913.14,-721.9,-784.55,17.871,-11.718,-7.649,-12.677,-10.421,-9.5754,-11.503,-8.7233,-10.735,-14.104,-11.868,-9.5877,-12.429,-13.382,-13.245,-6.3293,-13.598,-12.734,-12.147,-12.737,-10.135,-9.6679,-11.314,-4.82,-10.539,-9.0421,-11.793
-11.631,-13.284,-912.8,-721.72,-784.37,17.53,-11.346,-8.3289,-13.391,-11.139,-9.7464,-12.221,-8.7233,-10.914,-13.92,-12.223,-9.4224,-12.599,-13.203,-13.245,-6.3293,-13.781,-13.272,-11.785,-12.221,-9.7975,-9.5068,-11.652,-4.82,-10.879,-9.377,-11.627
-11.792,-13.118,-913.32,-721.72,-784.72,17.53,-11.532,-8.1589,-12.498,-10.6,-10.088,-12.042,-8.8944,-10.914,-14.104,-13.108,-9.753,-12.429,-13.203,-12.722,-6.1536,-13.598,-12.913,-11.422,-12.565,-9.7975,-10.151,-11.99,-4.82,-10.199,-9.2095,-11.793
