-9.854,-12.62,-308.61,-231.29,-284.12,-43.873,-12.653,-7.4793,-12.32,-11.862,-9.4048,-9.7056,-6.5,-10.016,-15.747,-13.64,-8.9268,-13.281,-14.096,-15.342,-8.4423,-16.538,-15.604,-14.323,-11.537,-7.7707,-7.0901,-8.9503,-8.6459,-12.409,-8.7075,-10.299
-8.0771,-10.794,-308.27,-230.77,-283.95,-43.191,-11.164,-7.8193,-13.392,-10.425,-8.7208,-9.8853,-6.6711,-9.4798,-15.015,-13.109,-9.0921,-12.259,-13.382,-13.947,-7.7388,-15.436,-15.425,-14.323,-10.504,-7.9397,-6.9289,-8.4437,-8.9784,-12.069,-8.5401,-10.465
-6.6232,-9.4651,-307.75,-230.77,-283.26,-43.02,-11.722,-8.3292,-13.213,-10.245,-8.7208,-10.425,-6.8421,-9.122,-14.099,-14.172,-9.0921,-12.6,-13.739,-14.993,-7.5629,-14.701,-14.528,-13.417,-10.676,-7.4329,-6.9289,-8.2748,-8.4796,-11.559,-8.875,-10.299
-8.2386,-9.9633,-308.27,-231.29,-283.78,-44.044,-12.653,-8.4992,-12.856,-11.143,-8.8918,-11.143,-7.6974,-10.732,-14.465,-14.88,-10.415,-14.302,-14.096,-15.516,-9.3217,-13.966,-14.707,-13.961,-11.192,-8.2776,-7.2512,-8.6126,-9.1447,-12.069,-8.5401,-10.465
-8.8847,-10.794,-308.61,-231.12,-283.95,-43.532,-12.095,-7.9893,-13.213,-11.143,-9.5758,-11.683,-8.7237,-11.626,-15.564,-15.412,-11.406,-14.983,-14.274,-15.865,-9.3217,-15.252,-15.246,-14.505,-11.365,-8.1086,-7.5735,-9.1192,-8.8122,-11.559,-8.7075,-10.133
-10.016,-11.292,-308.09,-231.12,-282.91,-43.02,-12.653,-8.4992,-13.749,-11.503,-9.9177,-11.862,-8.3816,-11.626,-15.564,-14.526,-10.58,-14.813,-14.453,-16.388,-9.3217,-15.252,-15.425,-14.323,-10.848,-7.7707,-7.5735,-8.4437,-8.8122,-11.899,-8.7075,-10.133
-10.016,-11.126,-308.27,-231.12,-283.09,-43.361,-12.095,-8.8392,-13.57,-11.323,-9.7468,-11.323,-8.0395,-11.268,-15.198,-15.412,-10.415,-13.962,-14.81,-15.691,-9.3217,-14.701,-15.425,-15.23,-10.676,-8.2776,-7.2512,-9.1192,-9.4772,-12.069,-8.5401,-10.299
-8.5617,-11.458,-308.27,-230.43,-284.12,-43.703,-13.025,-9.8591,-14.106,-11.323,-9.4048,-11.143,-8.2105,-11.626,-15.93,-14.88,-10.249,-14.132,-14.81,-16.388,-9.3217,-14.333,-15.963,-15.411,-10.848,-7.9397,-7.2512,-8.9503,-9.1447,-10.369,-8.875,-9.8003
-7.1078,-9.7972,-307.92,-230.26,-282.91,-43.02,-12.095,-9.0092,-13.749,-10.604,-8.3788,-10.425,-8.3816,-11.089,-15.564,-15.235,-10.745,-14.132,-15.345,-17.783,-10.025,-16.171,-17.218,-16.318,-9.4706,-7.264,-5.9621,-7.5993,-8.1471,-10.709,-8.7075,-10.299
-8.5617,-10.295,-307.58,-230.6,-282.74,-42.849,-12.281,-9.1791,-13.57,-11.503,-9.2338,-10.245,-8.0395,-11.447,-14.832,-15.589,-11.406,-14.813,-17.129,-18.829,-11.256,-16.722,-17.218,-15.593,-9.2984,-6.2504,-5.6399,-7.0927,-7.9808,-10.709,-8.5401,-9.9664
-8.5617,-10.627,-308.09,-230.26,-282.91,-42.849,-12.653,-9.3491,-13.927,-11.503,-9.5758,-11.323,-9.4079,-11.805,-15.93,-16.12,-12.068,-15.494,-17.308,-19.003,-10.729,-13.598,-15.246,-14.686,-9.815,-6.5882,-6.2844,-7.5993,-8.3134,-11.049,-8.7075,-10.133
-9.2078,-11.79,-307.92,-230.77,-283.09,-43.02,-12.839,-10.369,-14.999,-11.683,-11.115,-12.402,-9.4079,-11.984,-15.198,-15.943,-11.902,-15.154,-17.129,-17.783,-10.729,-15.252,-15.963,-15.23,-9.4706,-7.095,-5.9621,-8.106,-7.9808,-11.899,-8.7075,-10.631
-9.6924,-11.956,-307.75,-230.26,-283.09,-42.337,-13.955,-11.389,-14.999,-11.683,-9.4048,-10.065,-6.5,-9.4798,-14.282,-13.817,-11.406,-14.472,-15.702,-18.306,-10.729,-13.598,-15.425,-15.049,-8.954,-6.5882,-5.801,-6.9238,-7.8146,-12.239,-8.875,-9.9664
-10.339,-12.62,-308.44,-231.46,-283.78,-43.532,-13.583,-10.029,-14.82,-10.964,-8.7208,-9.1664,-6.8421,-10.195,-14.832,-14.172,-10.745,-14.643,-14.988,-17.434,-11.081,-12.679,-14.169,-15.411,-9.4706,-6.9261,-6.1232,-7.4305,-8.1471,-12.409,-8.3726,-10.465
