-13.186,-18.316,-16.307,-17.596,-8.5759,-15.402,-17.165,-12.776,-20.58,-14.226,-12.685,-20.731,-8.9524,-14.889,-21.121,1.42,-9.6419,-16.375,-16.81,-19.905,-8.1279,-17.688,-18.323,-17.088,-15.745,-12.523,-12.626,-14.951,-13.724,-13.511,-14.277,-15.181,-13.532
-12.86,-17.816,-15.963,-17.251,-8.4009,-14.889,-16.792,-12.776,-20.58,-14.226,-12.171,-20.01,-8.6082,-14.351,-20.754,1.9525,-8.8107,-16.204,-16.631,-19.207,-7.2444,-17.688,-17.784,-16.543,-15.226,-12.523,-12.302,-14.611,-13.222,-13.34,-13.941,-14.848,-12.917
-13.023,-17.983,-16.135,-17.251,-8.4009,-15.402,-16.792,-12.946,-20.58,-14.226,-12.171,-20.37,-8.436,-14.531,-20.57,1.775,-8.977,-16.204,-16.453,-19.556,-7.5978,-17.688,-17.605,-16.906,-15.053,-12.523,-12.788,-14.441,-13.557,-13.34,-13.941,-14.848,-13.225
-13.186,-18.316,-16.135,-17.941,-9.101,-15.916,-17.725,-13.117,-20.938,-14.586,-12.685,-21.091,-9.1246,-15.248,-21.121,1.42,-9.1432,-16.545,-16.81,-19.381,-8.1279,-18.425,-18.144,-16.724,-15.918,-12.862,-12.949,-14.951,-13.892,-13.511,-14.613,-15.181,-13.84
-13.348,-18.316,-16.307,-17.941,-9.101,-15.916,-17.352,-13.287,-21.117,-14.586,-12.514,-20.911,-8.9524,-14.889,-21.121,1.2425,-9.1432,-16.545,-16.81,-19.73,-7.9512,-18.056,-17.964,-17.27,-15.745,-13.031,-12.788,-15.121,-13.724,-13.682,-14.445,-15.515,-14.147
-13.674,-18.316,-16.478,-17.768,-8.5759,-16.087,-17.725,-13.287,-21.296,-14.766,-12.857,-21.091,-9.1246,-15.248,-21.305,1.2425,-9.3094,-16.887,-16.81,-19.905,-8.1279,-18.056,-18.323,-17.27,-15.918,-13.031,-13.111,-14.951,-13.724,-13.853,-14.613,-15.181,-13.225
-13.186,-18.149,-15.963,-17.078,-8.0509,-15.402,-17.725,-13.117,-20.759,-14.226,-12.685,-20.55,-8.7803,-14.889,-20.937,1.5975,-8.977,-16.375,-16.631,-19.381,-7.4211,-18.056,-17.964,-16.724,-15.053,-12.185,-12.464,-14.272,-13.39,-13.169,-13.605,-14.681,-13.532
-13.186,-18.149,-16.135,-17.423,-8.0509,-15.573,-17.725,-13.287,-20.938,-14.766,-12.514,-20.731,-9.2968,-15.248,-21.121,1.065,-9.1432,-16.887,-16.81,-19.556,-8.1279,-18.425,-18.144,-17.088,-15.572,-12.692,-12.464,-14.951,-13.39,-13.682,-14.109,-15.348,-13.84
-13.186,-18.316,-16.135,-17.251,-8.2259,-15.573,-17.538,-13.117,-21.296,-14.586,-12.857,-20.731,-8.9524,-15.069,-21.121,1.5975,-9.3094,-16.716,-16.81,-20.08,-7.9512,-18.425,-18.323,-17.088,-15.745,-12.523,-12.302,-14.781,-13.557,-13.511,-14.277,-15.015,-14.455
-13.348,-18.149,-16.135,-17.596,-8.4009,-16.087,-17.538,-13.287,-21.117,-14.946,-13.199,-20.911,-9.2968,-15.248,-21.305,1.2425,-9.3094,-17.057,-17.168,-20.08,-8.1279,-18.425,-18.323,-17.452,-15.745,-13.369,-13.273,-15.121,-13.557,-13.682,-14.781,-15.515,-14.147
-13.348,-18.649,-16.307,-17.596,-8.5759,-16.258,-18.098,-13.628,-21.833,-14.946,-12.857,-21.091,-9.2968,-15.428,-21.305,1.2425,-9.6419,-16.887,-16.989,-20.254,-8.4813,-18.793,-18.503,-17.27,-15.745,-12.862,-12.949,-15.291,-13.724,-13.511,-14.445,-15.348,-13.532
-13.186,-18.316,-16.307,-17.423,-8.4009,-16.258,-17.911,-13.457,-21.475,-14.766,-13.028,-21.091,-8.9524,-15.607,-21.305,0.88748,-9.4757,-16.887,-16.989,-19.73,-8.3046,-18.425,-18.503,-17.27,-15.745,-12.862,-12.788,-15.121,-13.892,-13.682,-14.445,-15.515,-13.532
-13.348,-18.482,-16.307,-17.423,-8.2259,-16.087,-17.725,-13.457,-21.475,-15.127,-13.028,-21.091,-9.2968,-15.428,-21.305,1.2425,-9.1432,-17.057,-17.168,-19.73,-7.9512,-18.425,-18.503,-17.27,-15.399,-13.031,-12.788,-14.781,-13.39,-13.853,-14.277,-15.181,-13.225
