port_6,port_7,port_8,port_9,port_10,port_11,port_12,port_13,port_14,port_15,port_16,port_17,port_18,port_19,port_20,port_21,port_22,port_23,port_24,port_25,port_26,port_27,port_28,port_29,port_31,port_32,time,lap_#,event_label
-11.9431924528,-12.0431886792,-12.107709434,-11.1496603774,-9.7865509434,-10.842145283,-10.7616792453,-10.4261509434,-11.5611037736,-11.4108584906,-11.5194554717,-8.28467377358,-10.7959830189,-9.41542830189,-10.5450018868,-10.2767396226,-9.82691698113,-9.55752830189,-9.65071698113,-6.85430754717,-5.55566037736,-4.88206981132,-5.27256792453,-4.98172264151,-4.61050566038,-4.81898113208,1167.9,lap_3,event_6
-12.2851924528,-13.3482886792,-12.959169434,-12.5803603774,-10.5066509434,-12.041715283,-11.3018792453,-11.4558509434,-12.8160037736,-12.5121584906,-12.2294554717,-8.94899377358,-10.9664830189,-9.95162830189,-11.0687018868,-10.4530396226,-10.9321169811,-10.4554283019,-10.5594169811,-7.37310754717,-6.40186037736,-5.69096981132,-6.12116792453,-5.81782264151,-5.11430566038,-4.81898113208,1168.2,lap_3,event_6
-12.1141924528,-12.6024886792,-12.448289434,-11.1496603774,-9.7865509434,-11.013545283,-10.4006792453,-10.2545509434,-11.2026037736,-11.2273584906,-10.8094554717,-7.45420377358,-9.60238301887,-9.05802830189,-9.49730188679,-9.04243962264,-9.45851698113,-9.01872830189,-8.56041698113,-5.81680754717,-4.37096037736,-4.39676981132,-5.27256792453,-4.98172264151,-4.44260566038,-4.98598113208,1168.5,lap_3,event_6
-11.9431924528,-12.4159886792,-11.937409434,-11.5070603774,-9.6065509434,-10.842145283,-10.4006792453,-10.7693509434,-11.0233037736,-10.6763584906,-10.8094554717,-7.95250377358,-9.60238301887,-8.70062830189,-9.32330188679,-9.21883962264,-8.90591698113,-7.76152830189,-8.56041698113,-6.85430754717,-5.38636037736,-5.52916981132,-4.93306792453,-4.81452264151,-4.27460566038,-4.81898113208,1168.8,lap_3,event_6
-13.6533924528,-13.5347886792,-13.808639434,-12.7593603774,-11.4067509434,-12.041715283,-11.8422792453,-11.6274509434,-12.4575037736,-12.6956584906,-12.4064554717,-9.11507377358,-11.3075830189,-10.8452283019,-10.8941018868,-10.9820396226,-11.3004169811,-10.6350283019,-10.7411169811,-8.06480754717,-6.74026037736,-6.49986981132,-6.63046792453,-6.48672264151,-5.11430566038,-5.48588113208,1169.2,lap_3,event_7
-13.6533924528,-13.9076886792,-13.808639434,-13.1171603774,-11.4067509434,-12.384455283,-12.2025792453,-12.1423509434,-13.1746037736,-12.8791584906,-12.7614554717,-10.4421037736,-11.9896830189,-11.3813283019,-12.6396018868,-11.8636396226,-12.5898169811,-11.7124283019,-11.8315169811,-9.10230754717,-8.26346037736,-7.95576981132,-7.47916792453,-7.65712264151,-6.96140566038,-7.31928113208,1169.5,lap_3,event_7
-13.6533924528,-13.9076886792,-13.978419434,-13.2960603774,-11.2266509434,-13.069285283,-12.0223792453,-12.1423509434,-13.3539037736,-12.8791584906,-12.4064554717,-8.78291377358,-10.6254830189,-8.52182830189,-9.67230188679,-9.92403962264,-8.90591698113,-9.19832830189,-9.46901698113,-7.89180754717,-6.06336037736,-5.69096981132,-6.46066792453,-5.98502264151,-5.95390566038,-5.65258113208,1169.8,lap_3,event_7
-12.7982924528,-13.3482886792,-13.638859434,-13.4748603774,-11.2266509434,-13.069285283,-12.2025792453,-11.9707509434,-13.1746037736,-13.7968584906,-13.1164554717,-8.61683377358,-10.4548830189,-9.59412830189,-10.5450018868,-9.57143962264,-8.72181698113,-9.19832830189,-8.92391698113,-6.50850754717,-5.21716037736,-4.72036981132,-5.27256792453,-5.14892264151,-5.45010566038,-5.65258113208,1170.1,lap_3,event_7
-12.4561924528,-12.7889886792,-12.618579434,-12.2225603774,-10.6866509434,-11.698945283,-11.3018792453,-11.2842509434,-12.4575037736,-12.3285584906,-12.4064554717,-9.28120377358,-11.3075830189,-10.6664283019,-11.2433018868,-11.1583396226,-11.6688169811,-10.6350283019,-10.7411169811,-7.71890754717,-6.74026037736,-6.33806981132,-6.46066792453,-6.31942264151,-5.11430566038,-5.48588113208,1170.4,lap_3,event_7
-12.4561924528,-13.1618886792,-13.129509434,-11.8648603774,-9.9665509434,-11.356245283,-10.7616792453,-10.5977509434,-11.3818037736,-11.9614584906,-11.6964554717,-9.11507377358,-11.1369830189,-10.3090283019,-10.1959018868,-10.2767396226,-10.1953169811,-10.0962283019,-9.65071698113,-7.02720754717,-6.23256037736,-5.85276981132,-5.95146792453,-5.98502264151,-5.28220566038,-6.15258113208,1170.8,lap_3,event_7
-14.1664924528,-14.4669886792,-14.827309434,-13.4748603774,-11.7667509434,-13.240305283,-12.7430792453,-12.4855509434,-12.9953037736,-13.0627584906,-13.1164554717,-10.4421037736,-12.8422830189,-11.7387283019,-12.6396018868,-12.0399396226,-12.7739169811,-12.2512283019,-12.0132169811,-9.79390754717,-8.77116037736,-8.27926981132,-8.49756792453,-8.32602264151,-8.13680566038,-7.81928113208,1171.1,lap_3,event_7
-16.2181024528,-16.5179286792,-16.864709434,-15.2639603774,-13.3869509434,-14.950545283,-14.5444792453,-14.5450509434,-15.8622237736,-15.0816584906,-15.5994554717,-11.7688037736,-13.8653830189,-13.5259283019,-14.0361018868,-13.6268396226,-13.8791169811,-13.6879283019,-13.4671169811,-10.8314075472,-9.61736037736,-9.08816981132,-9.17646792453,-8.66042264151,-7.12930566038,-7.65268113208,1171.4,lap_3,event_7
-16.7303924528,-17.4501886792,-17.034509434,-15.9795603774,-13.9270509434,-15.121545283,-15.0849792453,-15.2315509434,-16.3989037736,-16.3663584906,-16.4864554717,-12.9297037736,-15.0590830189,-15.1343283019,-15.6070018868,-14.6847396226,-15.1684169811,-14.5858283019,-14.7392169811,-10.4856075472,-8.94046037736,-8.44106981132,-8.49756792453,-8.15882264151,-6.12170566038,-6.81928113208,1171.7,lap_3,event_7
-15.8765624528,-16.3314886792,-16.185609434,-15.4428603774,-13.2069509434,-14.437445283,-14.0040792453,-14.0301509434,-14.9673237736,-15.0816584906,-14.8894554717,-11.4371037736,-13.3537830189,-12.4536283019,-13.5124018868,-13.2741396226,-13.6949169811,-13.5083283019,-13.6488169811,-11.3502075472,-9.95586037736,-9.89706981132,-9.85546792453,-9.32932264151,-8.13680566038,-8.81938113208,1172.0,lap_3,event_7
-17.0719924528,-17.8226686792,-17.883409434,-16.6951603774,-14.2871009434,-15.463545283,-14.7246792453,-15.0599509434,-16.0411337736,-15.8157584906,-15.9544554717,-13.2614037736,-15.7411830189,-14.7769283019,-15.2579018868,-15.5663396226,-14.8001169811,-14.4062283019,-14.7392169811,-12.2148075472,-10.6327603774,-10.2205698113,-10.3646679245,-10.1653226415,-8.80850566038,-8.81938113208,1172.4,lap_3,event_7
-16.9011924528,-17.0772986792,-17.034509434,-15.9795603774,-13.9270509434,-15.463545283,-14.9047792453,-15.0599509434,-16.3989037736,-15.8157584906,-15.5994554717,-12.2663037736,-14.5474830189,-13.5259283019,-15.0834018868,-14.3321396226,-14.2475169811,-13.6879283019,-13.6488169811,-10.4856075472,-8.77116037736,-7.95576981132,-7.98836792453,-7.65712264151,-6.79350566038,-6.98588113208,1172.7,lap_3,event_7
-16.0473324528,-16.8908186792,-17.204309434,-15.8006603774,-13.0269509434,-14.779445283,-14.1841792453,-14.2018509434,-14.9673237736,-15.2651584906,-15.2444554717,-9.77872377358,-12.5011830189,-10.6664283019,-11.4178018868,-10.8056396226,-10.9321169811,-9.91662830189,-10.0142169811,-7.37310754717,-5.55566037736,-5.36746981132,-4.42386792453,-4.81452264151,-4.94640566038,-4.98598113208,1173.0,lap_3,event_7
-17.2426924528,-17.4501886792,-17.883409434,-15.8006603774,-14.1070509434,-15.634645283,-15.4452792453,-15.0599509434,-15.8622237736,-15.6322584906,-15.4224554717,-10.9396037736,-13.1832830189,-12.9897283019,-13.3379018868,-13.4505396226,-12.5898169811,-12.4308283019,-12.3767169811,-9.62100754717,-7.58646037736,-6.98516981132,-6.63046792453,-6.65392264151,-5.61800566038,-5.65258113208,1173.3,lap_3,event_7
-15.3637224528,-15.9585886792,-16.185609434,-15.6217603774,-12.8468509434,-14.095445283,-14.5444792453,-14.2018509434,-15.1466037736,-15.0816584906,-14.3574554717,-8.78291377358,-11.3075830189,-9.23672830189,-9.67230188679,-9.04243962264,-10.0111169811,-8.47992830189,-8.19691698113,-5.29820754717,-3.69396037736,-3.42616981132,-3.74486792453,-3.30962264151,-2.93090566038,-2.98598113208,1173.6,lap_3,event_7
-14.8506324528,-15.5856886792,-15.336709434,-13.8327603774,-11.5867509434,-13.411325283,-12.5628792453,-12.3139509434,-12.6368037736,-12.6956584906,-12.7614554717,-6.29160377358,-7.38558301887,-6.37752830189,-7.22830188679,-7.27840962264,-6.87971698113,-6.32452830189,-6.19771698113,-4.95220754717,-5.04786037736,-3.91146981132,-3.91486792453,-3.64402264151,-4.77840566038,-4.15298113208,1174.0,lap_3,event_7
-13.8244924528,-14.4669886792,-14.657509434,-13.6538603774,-11.4067509434,-12.041715283,-12.5628792453,-12.4855509434,-12.8160037736,-13.0627584906,-12.7614554717,-7.78640377358,-9.94338301887,-9.77292830189,-10.0214018868,-9.92403962264,-9.45851698113,-9.37792830189,-9.10561698113,-6.16270754717,-4.37096037736,-3.26436981132,-3.40586792453,-3.64402264151,-2.25990566038,-2.48598113208,1174.3,lap_3,event_7
-15.5347324528,-15.9585886792,-16.185609434,-14.1905603774,-12.1268509434,-13.924345283,-13.6437792453,-13.0004509434,-14.4295337736,-13.6133584906,-13.2934554717,-8.11860377358,-10.2843830189,-9.23672830189,-10.1959018868,-9.39513962264,-8.72181698113,-8.12052830189,-8.01521698113,-5.64390754717,-4.87866037736,-3.91146981132,-4.25386792453,-4.31292264151,-3.26690566038,-3.65198113208,1174.6,lap_3,event_7
-16.2181024528,-16.5179286792,-16.694909434,-15.2639603774,-13.3869509434,-14.950545283,-14.7246792453,-14.8882509434,-15.8622237736,-15.4486584906,-15.7764554717,-11.1055037736,-13.5242830189,-13.1685283019,-13.1633018868,-12.0399396226,-11.8530169811,-11.8920283019,-11.1046169811,-8.23770754717,-6.23256037736,-5.85276981132,-6.29096792453,-5.98502264151,-5.45010566038,-6.15258113208,1174.9,lap_3,event_7
-18.0965924528,-18.7538886792,-18.902109434,-17.2318603774,-15.0065009434,-16.660745283,-16.3459792453,-15.7463509434,-16.9357037736,-17.2840584906,-16.3094554717,-11.4371037736,-14.0358830189,-13.8833283019,-14.5597018868,-14.5084396226,-13.8791169811,-12.0716283019,-12.0132169811,-9.10230754717,-7.75576037736,-6.49986981132,-6.80016792453,-6.48672264151,-6.28970566038,-6.65258113208,1175.2,lap_3,event_7
-17.9257924528,-18.5676886792,-18.392709434,-17.2318603774,-14.8268209434,-16.147645283,-15.8054792453,-15.5747509434,-16.5778037736,-16.3663584906,-16.8414554717,-11.9347037736,-13.5242830189,-13.1685283019,-14.0361018868,-14.3321396226,-13.3265169811,-13.1492283019,-13.2854169811,-11.0044075472,-10.1250603774,-9.73526981132,-9.17646792453,-8.99482264151,-9.14430566038,-9.15268113208,1175.6,lap_3,event_7
-16.2181024528,-16.8908186792,-17.034509434,-15.9795603774,-13.9270509434,-15.463545283,-15.4452792453,-15.2315509434,-15.8622237736,-15.6322584906,-16.1314554717,-10.7738037736,-12.8422830189,-13.1685283019,-13.6870018868,-13.4505396226,-11.8530169811,-11.5329283019,-11.8315169811,-9.27520754717,-8.09416037736,-6.82336981132,-6.46066792453,-6.65392264151,-7.12930566038,-6.65258113208,1175.9,lap_3,event_7
-16.7303924528,-17.0772986792,-17.034509434,-15.4428603774,-13.2069509434,-14.608445283,-14.3643792453,-14.0301509434,-14.7880437736,-14.5309584906,-14.5354554717,-10.6079037736,-12.6717830189,-11.9174283019,-13.5124018868,-13.0978396226,-11.4846169811,-11.8920283019,-12.3767169811,-9.79390754717,-7.58646037736,-6.98516981132,-6.96986792453,-7.32272264151,-7.29720566038,-6.98588113208,1176.2,lap_3,event_7
-18.7796924528,-19.1263886792,-18.902109434,-17.5896603774,-15.0065009434,-16.660745283,-16.8864792453,-16.2612509434,-17.2935037736,-17.2840584906,-17.7284554717,-13.2614037736,-15.9116430189,-14.7769283019,-15.6070018868,-15.0374396226,-15.1684169811,-14.4062283019,-14.3758169811,-10.6585075472,-9.61736037736,-9.08816981132,-9.51596792453,-9.16212264151,-8.13680566038,-9.15268113208,1176.5,lap_3,event_7
-18.6088924528,-19.8712886792,-19.411409434,-19.1997603774,-16.0845509434,-18.028845283,-17.7871792453,-17.4626509434,-18.3669037736,-18.9358584906,-18.2604554717,-13.4272037736,-16.0821930189,-14.9556283019,-16.6544018868,-15.3900396226,-14.2475169811,-14.4062283019,-15.6479169811,-11.6960075472,-10.2943603774,-9.73526981132,-9.68566792453,-9.83092264151,-7.12930566038,-7.81928113208,1176.8,lap_3,event_7
-18.4380924528,-18.7538886792,-19.071909434,-17.0529603774,-14.4671009434,-15.976645283,-15.6253792453,-15.5747509434,-16.3989037736,-16.7334584906,-16.1314554717,-10.4421037736,-12.3306830189,-11.2026283019,-12.4651018868,-11.6873396226,-10.3795169811,-10.6350283019,-10.5594169811,-8.58350754717,-6.90956037736,-6.66156981132,-7.13966792453,-7.32272264151,-6.96140566038,-7.15258113208,1177.2,lap_3,event_7
-18.9504924528,-19.4988886792,-19.920809434,-18.1263603774,-15.3658509434,-17.002745283,-16.3459792453,-15.7463509434,-17.1146037736,-17.2840584906,-16.8414554717,-12.9297037736,-16.0821930189,-14.7769283019,-15.4325018868,-14.6847396226,-15.3526169811,-14.9450283019,-14.7392169811,-11.1773075472,-9.61736037736,-9.24996981132,-9.00676792453,-8.49322264151,-7.46510566038,-7.81928113208,1177.5,lap_3,event_7
-19.4627924528,-19.8712886792,-20.090509434,-18.1263603774,-15.9048509434,-17.515845283,-17.2466792453,-17.2909509434,-18.1880037736,-18.2017584906,-18.4374554717,-14.2564037736,-16.4231830189,-16.5640483019,-17.3526018868,-16.4479396226,-15.7210169811,-15.8429283019,-16.0113169811,-11.3502075472,-9.27886037736,-8.60286981132,-8.32776792453,-8.66042264151,-7.46510566038,-7.15258113208,1177.8,lap_3,event_7
-18.9504924528,-19.4988886792,-19.241609434,-18.3052603774,-15.5455209434,-17.344845283,-16.8864792453,-16.9477509434,-17.6513037736,-17.6511584906,-17.7284554717,-11.9347037736,-14.7179830189,-14.0620283019,-14.7343018868,-13.9794396226,-12.9581169811,-12.7900283019,-13.1036169811,-10.1397075472,-7.24806037736,-8.11756981132,-8.15806792453,-8.49322264151,-7.12930566038,-7.31928113208,1178.1,lap_3,event_7
-18.6088924528,-19.4988886792,-19.751009434,-18.4841603774,-16.2642509434,-18.370945283,-17.7871792453,-17.4626509434,-18.9036037736,-18.3852584906,-18.4374554717,-14.4223037736,-17.2751130189,-15.6705283019,-17.1780018868,-16.6243396226,-16.8262169811,-16.3817283019,-16.7382769811,-12.5606075472,-11.8174403774,-10.8676698113,-10.1949679245,-9.32932264151,-8.97640566038,-8.65268113208,1178.4,lap_3,event_7
-19.1211924528,-19.6850886792,-19.581209434,-18.3052603774,-15.5455209434,-17.173745283,-16.8864792453,-16.7761509434,-17.4724037736,-17.4676584906,-17.5504554717,-12.7639037736,-15.0590830189,-14.2408283019,-14.9088018868,-14.1558396226,-14.2475169811,-13.8675283019,-13.1036169811,-10.4856075472,-8.94046037736,-8.44106981132,-8.15806792453,-8.15882264151,-8.13680566038,-8.31938113208,1178.8,lap_3,event_7
-19.6334924528,-20.6162886792,-20.599909434,-19.7364603774,-16.8032509434,-18.712945283,-18.8680792453,-18.3207509434,-18.7247037736,-19.1194584906,-19.1474554717,-14.2564037736,-17.2751130189,-16.0278983019,-16.3052018868,-15.7427396226,-16.4578169811,-15.6633283019,-15.4661169811,-13.2523075472,-11.9867103774,-12.0000598113,-12.2318679245,-12.1719226415,-11.8310056604,-11.9861811321,1179.1,lap_3,event_7
-20.3165924528,-20.9887886792,-20.769709434,-19.0208603774,-16.6235509434,-18.370945283,-18.5076792453,-17.8058509434,-18.9036037736,-18.9358584906,-19.1474554717,-15.5832037736,-17.9561830189,-17.4566083019,-18.3999018868,-18.5635396226,-18.6674069811,-18.3568683019,-18.5529169811,-15.3272975472,-14.1846603774,-13.7773698113,-13.5896679245,-13.5096226415,-12.8385056604,-12.8195811321,1179.4,lap_3,event_7
-21.1704924528,-21.9199886792,-21.958109434,-20.9887403774,-18.0609509434,-19.568045283,-19.2283792453,-19.1791509434,-19.4403037736,-19.6700584906,-19.8564554717,-15.4173037736,-18.8075830189,-17.0998883019,-18.5744018868,-17.8585396226,-17.7471269811,-17.1000283019,-17.2831169811,-15.1543875472,-14.1846603774,-13.1315298113,-14.0989079245,-13.5096226415,-12.1669056604,-11.8194811321,1179.7,lap_3,event_7
-20.8288924528,-21.3612886792,-21.618609434,-19.7364603774,-16.8032509434,-18.541945283,-18.1474792453,-18.3207509434,-18.9036037736,-18.9358584906,-18.6154554717,-15.5832037736,-17.7859830189,-17.2782483019,-18.3999018868,-18.2115396226,-18.4835669811,-17.8183483019,-18.3715169811,-16.3631175472,-14.6916603774,-14.7460698113,-15.1163479245,-14.6774226415,-12.8385056604,-13.4862811321,1180.0,lap_3,event_7
-22.0242924528,-22.8511886792,-23.146509434,-22.0613703774,-18.7796509434,-21.278245283,-20.8496792453,-20.5521509434,-22.4817037736,-21.8707584906,-21.6304554717,-17.5733037736,-19.8292830189,-18.7051283019,-20.1447518868,-19.0925396226,-20.1382169811,-19.6123283019,-19.8227169811,-16.1905375472,-15.0296603774,-15.3918698113,-15.4548379245,-15.1779226415,-13.8460456604,-14.3196111321,1180.4,lap_3,event_7
-21.8535924528,-22.6649886792,-22.127909434,-20.4520803774,-17.7016509434,-19.568045283,-19.5885792453,-19.1791509434,-20.1560037736,-20.2206384906,-19.8564554717,-16.4124037736,-18.8075830189,-18.1700283019,-18.9235218868,-19.0925396226,-19.5866169811,-19.2536283019,-19.2785169811,-16.0179575472,-15.0296603774,-14.5845698113,-14.6081379245,-14.1769526415,-13.3423156604,-13.6528811321,1180.7,lap_3,event_7
-23.7320924528,-24.7135886792,-24.504509434,-22.7763603774,-19.6780509434,-22.133345283,-21.3888692453,-21.0671509434,-22.1239037736,-21.6876584906,-21.9854554717,-17.9049037736,-21.0211830189,-20.1320283019,-20.8416018868,-19.9745396226,-19.9543169811,-19.6123283019,-19.4599169811,-15.6727875472,-14.8606603774,-13.4544398113,-13.9291879245,-13.6764526415,-12.1669056604,-12.6528811321,1181.0,lap_3,event_7
-22.8781924528,-23.5961886792,-24.165509434,-22.2401603774,-18.9593509434,-20.765245283,-20.6695292453,-20.3801509434,-20.6927037736,-20.9548184906,-21.2754554717,-17.7391037736,-20.6805830189,-19.9536283019,-20.4932018868,-20.3275396226,-20.5058169811,-20.5090283019,-20.5483169811,-17.2260075472,-16.7196603774,-15.8762698113,-15.6240779245,-15.8453226415,-14.0139756604,-14.1528811321,1181.3,lap_3,event_7
-23.2196924528,-24.3410886792,-24.165509434,-22.2401603774,-19.3186509434,-21.107245283,-21.5685992453,-21.0671509434,-22.3028037736,-22.2369584906,-22.1624554717,-18.2366037736,-21.0211830189,-20.3104283019,-21.7128018868,-20.8555396226,-21.0574169811,-20.6883283019,-20.5483169811,-17.0534075472,-15.3676603774,-15.0689698113,-15.1163479245,-14.8443226415,-12.8385056604,-13.4862811321,1181.6,lap_3,event_7
-23.7320924528,-24.8998886792,-24.674509434,-23.4912603774,-20.2170509434,-22.304445283,-22.2874792453,-22.0961509434,-22.8396037736,-22.9693584906,-22.6954554717,-18.7341037736,-21.7022830189,-20.8454283019,-22.2354018868,-21.7375396226,-21.0574169811,-20.8677283019,-21.2739169811,-17.0534075472,-15.0296603774,-14.4231698113,-14.2686379245,-14.8443226415,-13.3423156604,-13.1528811321,1182.0,lap_3,event_7
-25.0981924528,-26.0172886792,-26.202509434,-24.0275603774,-20.9357509434,-23.330245283,-22.8266792453,-22.7831509434,-23.5552037736,-23.7017584906,-23.4044554717,-19.8952037736,-23.2347830189,-22.2723283019,-23.1066018868,-22.9715396226,-23.8151169811,-23.3785283019,-22.7250169811,-19.9873075472,-18.7475603774,-18.7824698113,-18.6704679245,-18.5146226415,-17.0319056604,-17.3156811321,1182.3,lap_3,event_7
-26.1227924528,-27.1347886792,-27.221509434,-25.4574603774,-21.8341509434,-24.185245283,-24.0847792453,-23.6411509434,-24.2708037736,-24.4341584906,-24.4684554717,-20.3922037736,-23.4049830189,-22.2723283019,-23.6292018868,-23.5005396226,-24.3666169811,-23.1991283019,-23.2692169811,-21.0228075472,-19.4235603774,-18.1365698113,-17.9934679245,-17.3468226415,-16.5289056604,-16.3174811321,1182.6,lap_3,event_7
-23.2196924528,-24.1548886792,-24.844509434,-22.9550603774,-20.0373509434,-21.791345283,-21.2091392453,-21.2381509434,-22.3028037736,-21.6876584906,-22.1624554717,-17.9049037736,-20.8508830189,-19.9536283019,-20.4932018868,-20.3275396226,-20.6897169811,-19.6123283019,-20.0041169811,-15.6727875472,-13.8466603774,-13.4544398113,-13.4199679245,-13.1752026415,-11.9989056604,-11.9861811321,1182.9,lap_3,event_8
-23.2196924528,-24.1548886792,-24.335509434,-22.4188603774,-18.9593509434,-20.936245283,-21.0294092453,-20.7231509434,-21.2294037736,-21.5045584906,-21.0984554717,-17.2416037736,-20.3400830189,-19.2402283019,-20.6674218868,-19.6215396226,-20.5058169811,-19.7916283019,-20.1855169811,-15.8453675472,-13.8466603774,-13.9387698113,-13.5896679245,-14.0101226415,-11.6631056604,-12.1527811321,1183.2,lap_3,event_8
-24.7566924528,-25.8310886792,-25.523509434,-24.0275603774,-20.7560509434,-22.988245283,-22.8266792453,-22.7831509434,-23.3763037736,-23.5186584906,-23.0494554717,-18.4025037736,-21.0211830189,-20.3104283019,-21.7128018868,-21.3845396226,-21.9766169811,-21.0470283019,-21.0925169811,-18.4341075472,-16.3816603774,-16.6835698113,-16.8087679245,-16.5126226415,-14.8524856604,-15.1529811321,1183.6,lap_3,event_8
-23.2196924528,-24.3410886792,-24.674509434,-22.9550603774,-19.4983509434,-21.620345283,-21.3888692453,-21.2381509434,-21.9450037736,-22.2369584906,-21.9854554717,-18.4025037736,-21.7022830189,-21.0238283019,-21.8870018868,-21.3845396226,-22.1605169811,-21.5850283019,-21.8181169811,-18.6067075472,-17.3955603774,-17.1678698113,-16.9779679245,-16.6794226415,-14.5171956604,-15.1529811321,1183.9,lap_3,event_8
-22.3658924528,-23.0374886792,-23.486509434,-21.5251403774,-18.9593509434,-20.594145283,-20.3092192453,-20.2081509434,-21.0505037736,-21.1383584906,-20.9214554717,-16.9099037736,-20.1697830189,-18.8835283019,-19.4471918868,-18.9165396226,-19.2189469811,-18.3568683019,-18.5529169811,-15.1543875472,-13.5086503774,-12.6471698113,-12.9107679245,-13.0079926415,-10.6556056604,-11.6528811321,1184.2,lap_3,event_8
-21.1704924528,-22.1061886792,-22.637309434,-20.9887403774,-17.8812509434,-19.739045283,-19.4084792453,-19.1791509434,-20.1560037736,-20.2206384906,-20.2114554717,-16.5782037736,-19.4886830189,-18.1700283019,-19.6217418868,-19.0925396226,-19.5866169811,-19.2536283019,-19.2785169811,-16.0179575472,-15.7056603774,-14.5845698113,-14.7778679245,-14.6774226415,-13.6781156604,-13.9862811321,1184.5,lap_3,event_8
-22.7073924528,-23.2236886792,-23.655509434,-21.1676603774,-18.5999509434,-20.594145283,-20.3092192453,-19.6941509434,-21.0505037736,-21.1383584906,-20.9214554717,-17.0757037736,-20.1697830189,-19.4186283019,-19.9705218868,-19.6215396226,-20.3220169811,-19.4329283019,-19.8227169811,-17.7438075472,-15.7056603774,-16.5220698113,-16.4702679245,-16.1789226415,-14.6848356604,-15.3193411321,1184.8,lap_3,event_8
-23.3904924528,-25.0860886792,-24.844509434,-22.7763603774,-20.0373509434,-22.475445283,-22.6469792453,-22.4391509434,-23.0185037736,-23.1524584906,-23.2274554717,-19.0658037736,-21.8725830189,-21.5589283019,-22.0612018868,-22.0905396226,-22.5282169811,-22.8404283019,-22.7250169811,-19.8148075472,-19.9305603774,-18.9438698113,-19.1781679245,-18.3478226415,-17.7024056604,-17.9810811321,1185.2,lap_3,event_8
-24.2443924528,-25.0860886792,-24.504509434,-22.2401603774,-19.3186509434,-20.936245283,-21.2091392453,-21.0671509434,-21.7661037736,-21.5045584906,-21.6304554717,-18.4025037736,-21.0211830189,-20.3104283019,-22.0612018868,-21.3845396226,-22.7120169811,-21.5850283019,-21.9995169811,-18.9518075472,-18.0715603774,-17.0064698113,-16.6395679245,-17.0131226415,-15.3554056604,-15.8184211321,1185.5,lap_3,event_8
-24.5858924528,-25.8310886792,-25.693509434,-23.6700603774,-20.7560509434,-23.159245283,-22.2874792453,-22.2681509434,-23.1974037736,-22.7862584906,-22.8724554717,-19.3972037736,-22.7238830189,-21.5589283019,-23.1066018868,-22.4425396226,-22.7120169811,-22.4818283019,-22.1809169811,-18.4341075472,-17.3955603774,-16.3605698113,-16.4702679245,-16.3458226415,-15.0201256604,-15.3193411321,1185.8,lap_3,event_8
-23.5612924528,-24.1548886792,-24.844509434,-22.9550603774,-20.0373509434,-21.791345283,-21.5685992453,-21.2381509434,-22.3028037736,-22.9693584906,-22.6954554717,-18.2366037736,-21.5319830189,-20.4887283019,-21.3643018868,-21.0325396226,-20.6897169811,-20.1503283019,-20.5483169811,-18.9518075472,-17.2266603774,-16.8449698113,-16.8087679245,-17.1799226415,-16.0260056604,-15.9847811321,1186.1,lap_3,event_8
-23.3904924528,-24.1548886792,-24.335509434,-22.2401603774,-18.9593509434,-21.278245283,-21.0294092453,-21.0671509434,-21.9450037736,-22.2369584906,-21.8084554717,-18.0708037736,-21.3616830189,-20.1320283019,-21.7128018868,-21.0325396226,-21.9766169811,-21.4057283019,-21.6367169811,-18.4341075472,-16.7196603774,-17.0064698113,-16.6395679245,-16.3458226415,-15.0201256604,-14.8196411321,1186.4,lap_3,event_8
-22.0242924528,-23.0374886792,-22.976809434,-21.7038903774,-18.4203509434,-20.252145283,-19.9489092453,-20.0371509434,-20.8716037736,-20.9548184906,-21.0984554717,-18.0708037736,-21.1914830189,-20.4887283019,-21.3643018868,-20.8555396226,-21.7928169811,-20.8677283019,-21.4553169811,-19.2970075472,-16.5506603774,-17.1678698113,-16.9779679245,-17.1799226415,-15.1878056604,-15.6520611321,1186.8,lap_3,event_8
-22.8781924528,-23.9686886792,-23.995509434,-22.2401603774,-19.3186509434,-21.278245283,-21.5685992453,-21.0671509434,-22.1239037736,-21.8707584906,-22.1624554717,-17.7391037736,-20.3400830189,-19.5969283019,-21.1901018868,-20.1505396226,-20.5058169811,-20.1503283019,-20.3669169811,-17.3986075472,-15.3676603774,-15.2304698113,-14.9471079245,-15.0111226415,-13.0065056604,-13.4862811321,1187.1,lap_3,event_8
-22.5366924528,-23.0374886792,-23.825509434,-21.3464003774,-18.5999509434,-20.936245283,-20.4893692453,-20.0371509434,-21.0505037736,-21.3214584906,-20.7434554717,-17.4074037736,-19.6589830189,-18.8835283019,-20.1447518868,-19.6215396226,-20.6897169811,-19.7916283019,-19.8227169811,-17.3986075472,-16.8886603774,-16.0376698113,-16.3010679245,-15.8453226415,-15.3554056604,-15.3193411321,1187.4,lap_3,event_8
-22.5366924528,-23.4098886792,-23.655509434,-21.7038903774,-18.5999509434,-20.252145283,-20.3092192453,-20.2081509434,-21.4083037736,-21.1383584906,-20.9214554717,-16.7441037736,-19.8292830189,-18.8835283019,-19.2726318868,-18.7405396226,-20.1382169811,-18.8949083019,-19.4599169811,-18.0889075472,-17.2266603774,-16.5220698113,-16.8087679245,-16.5126226415,-14.8524856604,-14.9862811321,1187.7,lap_3,event_8
