port_6,port_7,port_8,port_9,port_10,port_11,port_12,port_13,port_14,port_15,port_16,port_17,port_18,port_19,port_20,port_21,port_22,port_23,port_24,port_25,port_26,port_27,port_28,port_29,port_31,port_32,time,lap_#,event_label
-23.3837924528,-23.4061886792,-23.989509434,-22.4180603774,-19.6749509434,-21.273245283,-20.8496792453,-20.1951509434,-21.2275037736,-21.5044384906,-21.6234554717,-17.3982037736,-20.5081830189,-19.2388283019,-21.1893018868,-19.6115396226,-20.6882169811,-20.6868283019,-20.3648169811,-19.1212075472,-18.0684603774,-17.8094698113,-17.8224679245,-17.5102226415,-17.0302056604,-16.9818811321,1810.4,lap_7,event_10
-22.5346924528,-23.0356886792,-22.464809434,-21.1676603774,-18.4191509434,-20.420945283,-20.1293192453,-20.3701509434,-21.4083037736,-21.5044384906,-21.6234554717,-17.9001037736,-21.5305830189,-19.5961283019,-21.0155018868,-20.8485396226,-20.8727169811,-20.5090283019,-20.9099169811,-19.1223075472,-18.2389603774,-17.9721698113,-17.6541679245,-17.5102226415,-17.0310056604,-17.6469811321,1810.8,lap_7,event_10
-22.8760924528,-23.5941886792,-24.162509434,-22.2397603774,-19.6764509434,-21.617745283,-20.8496792453,-20.7131509434,-22.1239037736,-21.5044384906,-21.8014554717,-18.5630037736,-21.3603830189,-21.0226283019,-22.4089018868,-22.4345396226,-21.9755169811,-21.4057283019,-21.0912169811,-19.1223075472,-17.9010603774,-17.4881698113,-17.9925679245,-18.3436226415,-17.7014056604,-18.4782811321,1811.1,lap_7,event_10
-24.4125924528,-25.0836886792,-25.519509434,-24.0266603774,-21.1134509434,-23.327245283,-22.8260792453,-22.4281509434,-24.2708037736,-23.5178584906,-24.1064554717,-20.3862037736,-24.4244830189,-22.8056283019,-23.8023018868,-23.4915396226,-24.1809169811,-23.9165283019,-23.6300169811,-21.3645075472,-20.7732603774,-19.7472698113,-19.5152679245,-19.1771226415,-18.8746056604,-19.6420811321,1811.4,lap_7,event_10
-23.5589924528,-24.1527886792,-24.331509434,-22.4184603774,-20.2153509434,-22.130645283,-21.3886992453,-21.9131509434,-23.0185037736,-21.8705284906,-22.6874554717,-19.5572037736,-22.5519830189,-21.2009283019,-22.9314018868,-23.1395396226,-22.8944169811,-22.4818283019,-22.5420169811,-20.3297075472,-19.0837603774,-19.1017698113,-19.1768679245,-19.1771226415,-18.8746056604,-19.6420811321,1811.7,lap_7,event_10
-23.9003924528,-24.3389886792,-24.841509434,-23.3119603774,-20.9338509434,-22.643545283,-21.7480492453,-22.0851509434,-23.1974037736,-22.9687584906,-23.0424554717,-20.2202037736,-23.5732830189,-22.0924283019,-24.3248018868,-24.0205396226,-24.5485169811,-23.3785283019,-24.1740169811,-21.5370075472,-20.4353603774,-19.5858698113,-19.8536679245,-19.8438226415,-19.0422056604,-19.3095811321,1812.0,lap_7,event_10
-25.0954924528,-25.6421886792,-26.029509434,-24.0266603774,-21.4726509434,-23.840245283,-23.3650792453,-23.1141509434,-24.0919037736,-24.0670584906,-23.9294554717,-21.0492037736,-24.2541830189,-23.3406283019,-25.1957018868,-24.3725396226,-24.7323169811,-24.6339283019,-23.8114169811,-21.5370075472,-20.7732603774,-20.3926698113,-20.8688679245,-20.8440226415,-19.5450056604,-20.4734811321,1812.4,lap_7,event_10
-26.6317924528,-27.5041886792,-27.217509434,-24.9200603774,-21.8319509434,-23.669245283,-23.5447792453,-23.4571509434,-24.6286037736,-24.0670584906,-24.8154554717,-21.8782037736,-25.9564830189,-24.2321283019,-26.0665018868,-26.4875396226,-26.3864169811,-25.7099283019,-26.5315169811,-23.7793075472,-22.2937603774,-21.3608698113,-21.7147679245,-21.8441226415,-20.3830056604,-20.9722811321,1812.7,lap_8,event_1
-26.7957924528,-28.2451886792,-28.401509434,-26.8839603774,-23.2662509434,-25.717245283,-25.3387792453,-24.4811509434,-25.6986037736,-25.5313584906,-25.3474554717,-22.2022037736,-25.9537830189,-24.7646283019,-25.7164018868,-25.2485396226,-26.3838169811,-25.3469283019,-26.3473169811,-23.9493075472,-22.2909603774,-22.3263698113,-22.7276679245,-22.3442226415,-21.3865056604,-22.1360811321,1813.0,lap_8,event_1
-27.8197924528,-28.4311886792,-28.570509434,-26.3480603774,-23.2662509434,-25.375245283,-24.9796792453,-24.4811509434,-26.0566037736,-25.7143584906,-25.7024554717,-22.3682037736,-26.4642830189,-25.1211283019,-27.8059018868,-25.9535396226,-26.5676169811,-26.2430283019,-26.3473169811,-23.2595075472,-21.9531603774,-21.8424698113,-21.7127679245,-21.8441226415,-20.5487056604,-21.3047811321,1813.3,lap_8,event_1
-26.4547924528,-27.3146886792,-27.552509434,-26.7052603774,-23.0866509434,-25.546245283,-25.6978792453,-24.8241509434,-26.4146037736,-26.8126584906,-26.5894554717,-22.5332037736,-26.1239830189,-24.9429283019,-26.9353018868,-26.1295396226,-26.3838169811,-25.8846283019,-25.9847169811,-24.1217075472,-22.2909603774,-21.5197698113,-22.0510679245,-22.1775226415,-21.3865056604,-22.1360811321,1813.6,lap_8,event_1
-24.2368924528,-25.4534886792,-25.177509434,-24.3830603774,-21.4705509434,-23.837245283,-23.5431792453,-23.2811509434,-24.2680037736,-24.4331584906,-24.4614554717,-20.8772037736,-24.4221830189,-22.8038283019,-25.7164018868,-24.5435396226,-24.5465169811,-24.8092283019,-25.0783169811,-22.5698075472,-20.9397603774,-19.9065698113,-20.0213679245,-20.1772226415,-19.0408056604,-19.6420811321,1814.0,lap_8,event_1
-25.0899924528,-25.6395886792,-25.346509434,-23.3112603774,-20.3931509434,-22.469745283,-22.6452792453,-21.7381509434,-23.5526037736,-24.7991584906,-23.7514554717,-19.7172037736,-23.2309830189,-21.1996283019,-22.7564018868,-22.2535396226,-22.5255169811,-22.4791283019,-22.5403169811,-20.6731075472,-19.4196603774,-18.6160698113,-18.8373679245,-19.1771226415,-18.0355056604,-18.6445811321,1814.3,lap_8,event_1
-25.4312924528,-26.0118886792,-25.686509434,-24.2044603774,-21.2910509434,-23.324245283,-23.5431792453,-22.2521509434,-23.7315037736,-24.0670584906,-23.9294554717,-19.3862037736,-22.3800830189,-21.7343283019,-23.6270018868,-23.1345396226,-22.8930169811,-22.8376283019,-22.9029169811,-21.3628075472,-19.4196603774,-19.4226698113,-19.8521679245,-19.6771226415,-19.0408056604,-19.6420811321,1814.6,lap_8,event_1
-26.9667924528,-27.6871886792,-27.891509434,-26.1693603774,-23.0866509434,-25.717245283,-25.6978792453,-25.1671509434,-26.4146037736,-26.8126584906,-26.5894554717,-21.7052037736,-25.1028830189,-23.8734283019,-26.2388018868,-25.2485396226,-26.2001169811,-25.3469283019,-25.8034169811,-23.0871075472,-22.7976603774,-21.8424698113,-21.8819679245,-21.3440226415,-21.0514056604,-21.1384811321,1814.9,lap_8,event_1
-27.3077924528,-28.0591886792,-28.061509434,-26.8839603774,-23.6253509434,-26.230245283,-26.4161792453,-25.8521509434,-27.8446037736,-27.7278584906,-27.8304554717,-22.6992037736,-26.2941830189,-24.9429283019,-26.5870018868,-25.7765396226,-26.3838169811,-25.8846283019,-25.9847169811,-23.4320075472,-22.4598603774,-21.1971698113,-21.7127679245,-22.0108226415,-21.2189056604,-21.8035811321,1815.2,lap_8,event_1
-26.9667924528,-28.0591886792,-28.231509434,-27.0625603774,-23.6253509434,-25.888245283,-25.5183792453,-24.8241509434,-26.7716037736,-26.9956584906,-26.4114554717,-22.2022037736,-26.2941830189,-25.4776283019,-26.9353018868,-25.7765396226,-26.3838169811,-25.8846283019,-25.8034169811,-22.5698075472,-20.7708603774,-20.5518698113,-21.2053679245,-21.5107226415,-20.3812056604,-21.3047811321,1815.6,lap_8,event_1
-25.2661924528,-25.8283886792,-25.859509434,-24.3840603774,-20.9338509434,-23.156245283,-22.6463792453,-22.5991509434,-23.7341037736,-24.0670584906,-24.2834554717,-20.5522037736,-23.0625830189,-22.9839283019,-24.1506018868,-24.0205396226,-23.8133169811,-23.1991283019,-23.2673169811,-20.6746075472,-19.9284603774,-19.7472698113,-19.6844679245,-19.8438226415,-18.8746056604,-18.9770811321,1815.9,lap_8,event_1
-25.7787924528,-26.3869886792,-26.538509434,-24.5627603774,-22.0115509434,-24.353245283,-23.5447792453,-23.6281509434,-24.6286037736,-24.6161584906,-24.6384554717,-20.5522037736,-23.9137830189,-22.6273283019,-23.9764018868,-24.0205396226,-23.9971169811,-23.9165283019,-23.9927169811,-21.8820075472,-21.1111603774,-20.8767698113,-20.3612679245,-19.8438226415,-19.7126056604,-20.6396811321,1816.2,lap_8,event_1
-24.5832924528,-25.0836886792,-25.519509434,-24.3840603774,-21.8319509434,-23.840245283,-23.7244792453,-23.9711509434,-25.1656037736,-25.3483584906,-25.3474554717,-20.7182037736,-24.2541830189,-22.8056283019,-24.6731018868,-24.3725396226,-24.1809169811,-23.9165283019,-24.5367169811,-21.5370075472,-20.6042603774,-20.5540698113,-20.6996679245,-20.5106226415,-19.5450056604,-20.4734811321,1816.5,lap_8,event_1
-22.1931924528,-22.4770886792,-22.804309434,-22.0611003774,-19.8560509434,-21.959645283,-21.2090292453,-21.5701509434,-22.8396037736,-22.6026584906,-22.5104554717,-19.2260037736,-22.7221830189,-21.3792283019,-23.2798018868,-22.9625396226,-22.7106169811,-22.3024283019,-22.3606169811,-19.1223075472,-18.0700603774,-17.0040698113,-17.1465679245,-17.5102226415,-16.3607056604,-16.8155811321,1816.8,lap_8,event_1
-20.8244924528,-21.3587886792,-21.274309434,-20.4522803774,-18.0588509434,-19.735045283,-19.5889792453,-19.1671509434,-20.1544037736,-20.7713684906,-20.5594554717,-16.9013037736,-19.8274830189,-18.8823283019,-20.8410018868,-19.4355396226,-20.6882169811,-19.9698283019,-19.6397169811,-17.7418075472,-16.7172603774,-16.3575698113,-16.6384679245,-16.8434226415,-16.0249056604,-16.3168811321,1817.2,lap_8,event_1
-19.1181924528,-20.0558886792,-20.086509434,-19.7368603774,-17.8792509434,-19.222245283,-18.6885792453,-17.9670509434,-19.2602037736,-19.4870584906,-19.1414554717,-15.7417037736,-18.9765830189,-17.8127883019,-18.9237818868,-18.0255396226,-18.8509069811,-18.7152283019,-18.3707169811,-16.5348075472,-15.8727603774,-15.5509698113,-15.7927679245,-15.5099226415,-14.6845556604,-15.4855111321,1817.5,lap_8,event_1
-18.6063924528,-18.9391886792,-19.068409434,-18.1273603774,-15.9040509434,-17.000245283,-17.0677792453,-17.1099509434,-18.3659037736,-18.5696584906,-18.4314554717,-15.9073037736,-18.4660830189,-17.0997783019,-19.0982818868,-17.4973396226,-18.2997169811,-17.9979383019,-18.5520169811,-16.3623575472,-15.8727603774,-15.2282698113,-15.6235879245,-15.1765226415,-14.6845556604,-15.1529811321,1817.8,lap_8,event_1
-20.3125924528,-20.8003886792,-20.934909434,-19.5580603774,-17.3406509434,-18.367645283,-17.9682792453,-17.9670509434,-19.2602037736,-19.1200584906,-19.3184554717,-16.2386037736,-19.1467830189,-18.7040283019,-20.1445418868,-19.2585396226,-19.4021169811,-19.4321283019,-19.6397169811,-17.2245075472,-16.2105603774,-15.7122698113,-15.9618679245,-15.8433226415,-14.8520956604,-15.9843011321,1818.1,lap_8,event_1
-20.4831924528,-21.7309886792,-21.783409434,-19.9157603774,-18.0588509434,-19.735045283,-18.6885792453,-18.6527509434,-19.6179037736,-20.0374584906,-19.8504554717,-16.2386037736,-19.4870830189,-17.9910283019,-19.0982818868,-18.5545396226,-19.0346369811,-18.8944683019,-18.7333169811,-17.2245075472,-16.5483603774,-16.1962698113,-15.7927679245,-15.6766226415,-15.0196456604,-16.1505711321,1818.4,lap_8,event_1
-22.3600924528,-22.4754886792,-22.462109434,-20.6311003774,-17.6997509434,-20.076845283,-20.1293192453,-19.5101509434,-20.8698037736,-21.5044384906,-21.0914554717,-17.5639037736,-20.1677830189,-18.5258283019,-19.9704218868,-18.7305396226,-20.1370169811,-19.4321283019,-19.2771169811,-17.5694075472,-16.7172603774,-16.0348698113,-16.1310679245,-15.5099226415,-14.8520956604,-15.9843011321,1818.8,lap_8,event_1
-23.8956924528,-24.5228886792,-24.158509434,-22.7753603774,-19.8544509434,-21.615145283,-21.7474992453,-21.3951509434,-22.1218037736,-22.0535684906,-22.1554554717,-18.7235037736,-21.6993830189,-20.8431283019,-22.4081018868,-22.2535396226,-22.3418169811,-21.9414283019,-22.9029169811,-20.1558075472,-18.9129603774,-18.6160698113,-18.4990679245,-18.3436226415,-18.0355056604,-18.8107811321,1819.1,lap_8,event_1
-24.9193924528,-25.6395886792,-25.346509434,-24.3830603774,-21.6501509434,-23.324245283,-23.0044792453,-22.5951509434,-24.2680037736,-24.2500584906,-24.4614554717,-20.0482037736,-22.8905830189,-22.0908283019,-23.2787018868,-22.9585396226,-23.0767169811,-23.1961283019,-23.0841169811,-20.8455075472,-20.7708603774,-19.7452698113,-20.0213679245,-19.5105226415,-19.5434056604,-20.8059811321,1819.4,lap_8,event_1
-24.5781924528,-25.8257886792,-25.686509434,-24.2044603774,-21.2910509434,-23.153245283,-23.1839792453,-22.4241509434,-24.0892037736,-24.2500584906,-23.9294554717,-20.0482037736,-23.0607830189,-22.4473283019,-24.3234018868,-23.8395396226,-24.1791169811,-23.7338283019,-24.3531169811,-21.5352075472,-21.2775603774,-20.7131698113,-20.6979679245,-20.0105226415,-19.2084056604,-19.9746811321,1819.7,lap_8,event_1
-25.6018924528,-26.7563886792,-26.364509434,-24.7403603774,-21.6501509434,-23.666245283,-23.5431792453,-22.9381509434,-24.6257037736,-24.2500584906,-24.4614554717,-19.8832037736,-23.2309830189,-22.4473283019,-23.4528018868,-23.1345396226,-24.3628169811,-24.0922283019,-23.9906169811,-21.8801075472,-20.6019603774,-19.7452698113,-19.6830679245,-19.1771226415,-18.7057056604,-18.9770811321,1820.0,lap_8,event_1
-26.7957924528,-27.6871886792,-28.061509434,-26.1693603774,-23.4457509434,-25.546245283,-25.1591792453,-24.9951509434,-26.5926037736,-26.2635584906,-26.4114554717,-21.8712037736,-25.2730830189,-23.6951283019,-25.7164018868,-25.0725396226,-24.9140169811,-24.8092283019,-25.2596169811,-21.7077075472,-20.9397603774,-20.0679698113,-19.8521679245,-20.1772226415,-18.8733056604,-20.1408811321,1820.4,lap_8,event_1
-24.5781924528,-24.8950886792,-24.667509434,-24.3830603774,-21.6501509434,-23.495245283,-23.3635792453,-22.7671509434,-23.9103037736,-24.0670584906,-24.2834554717,-20.0482037736,-23.5712830189,-22.6256283019,-24.6717018868,-24.3675396226,-24.1791169811,-24.0922283019,-24.5344169811,-22.3974075472,-20.7708603774,-20.5518698113,-20.5287679245,-20.1772226415,-19.5434056604,-20.1408811321,1820.7,lap_8,event_1
-23.7249924528,-24.3367886792,-24.837509434,-24.0257603774,-20.9318509434,-22.982245283,-23.0044792453,-22.5951509434,-23.9103037736,-24.4331584906,-24.4614554717,-20.8772037736,-24.0818830189,-23.1603283019,-25.1940018868,-24.5435396226,-24.5465169811,-23.7338283019,-24.3531169811,-22.0525075472,-20.2641603774,-20.0679698113,-20.0213679245,-20.0105226415,-19.8785056604,-20.1408811321,1821.0,lap_8,event_1
-22.5306924528,-23.2199886792,-23.140509434,-22.4180603774,-20.2136509434,-22.298845283,-21.9270792453,-21.0521509434,-22.4795037736,-22.7857584906,-22.8654554717,-18.8891037736,-21.6993830189,-20.6648283019,-22.4081018868,-21.7255396226,-21.7906169811,-21.2245283019,-21.6339169811,-19.2937075472,-18.7440603774,-18.2933698113,-18.8373679245,-18.3436226415,-17.8680056604,-18.4782811321,1821.3,lap_8,event_1
-22.1893924528,-23.2199886792,-23.140509434,-22.2394603774,-19.6749509434,-21.786045283,-21.0292392453,-21.0521509434,-22.1218037736,-22.6026584906,-22.3334554717,-18.7235037736,-22.0397830189,-21.3778283019,-22.7564018868,-21.9015396226,-22.5255169811,-21.9414283019,-22.3590169811,-19.6385075472,-18.2373603774,-17.6480698113,-18.1607679245,-17.8435226415,-16.6951056604,-17.6469811321,1821.6,lap_8,event_1
-22.8718924528,-23.9644886792,-23.649509434,-22.5967603774,-20.3931509434,-21.444245283,-21.5679392453,-21.2241509434,-23.1949037736,-23.1518584906,-23.0424554717,-19.3862037736,-22.3800830189,-21.9126283019,-23.1046018868,-22.0775396226,-22.5255169811,-22.6584283019,-22.9029169811,-20.6731075472,-19.4196603774,-18.9386698113,-18.6681679245,-18.3436226415,-18.2031056604,-18.6445811321,1822.0,lap_8,event_1
-23.3837924528,-24.7089886792,-24.667509434,-23.1326603774,-20.2136509434,-22.127845283,-22.2861792453,-21.3951509434,-23.1949037736,-23.5178584906,-23.2194554717,-19.2204037736,-22.3800830189,-21.1996283019,-22.7564018868,-22.0775396226,-22.3418169811,-22.1207283019,-22.3590169811,-19.6385075472,-18.7440603774,-18.4546698113,-18.4990679245,-18.0102226415,-17.8680056604,-18.6445811321,1822.3,lap_8,event_1
-25.4312924528,-26.5701886792,-26.195509434,-24.7403603774,-22.0092509434,-23.837245283,-23.7226792453,-23.1101509434,-24.9834037736,-25.3483584906,-24.4614554717,-21.2082037736,-25.1028830189,-24.2299283019,-25.3682018868,-24.0155396226,-24.3628169811,-24.2715283019,-23.9906169811,-20.8455075472,-20.0952603774,-19.2612698113,-19.0064679245,-18.8437226415,-18.5382056604,-18.9770811321,1822.6,lap_8,event_1
-24.0662924528,-25.2673886792,-25.177509434,-23.6685603774,-21.1114509434,-22.640645283,-22.4657792453,-22.0811509434,-24.0892037736,-24.0670584906,-23.7514554717,-20.2142037736,-23.5712830189,-22.9821283019,-23.9752018868,-23.4865396226,-23.8116169811,-23.9130283019,-24.3531169811,-21.0180075472,-19.7574603774,-19.0999698113,-19.5138679245,-19.1771226415,-18.3706056604,-18.8107811321,1822.9,lap_8,event_1
-25.6018924528,-26.1979886792,-26.195509434,-24.5616603774,-22.1888509434,-24.179245283,-23.9022792453,-22.9381509434,-24.6257037736,-24.7991584906,-24.6384554717,-20.7112037736,-24.0818830189,-23.1603283019,-24.8458018868,-24.1915396226,-24.1791169811,-24.0922283019,-24.5344169811,-22.5698075472,-21.4464603774,-20.8745698113,-21.2053679245,-20.8440226415,-20.3812056604,-20.8059811321,1823.2,lap_8,event_1
-27.3077924528,-27.6871886792,-27.722509434,-26.1693603774,-22.9070509434,-25.717245283,-24.9796792453,-24.1381509434,-26.2356037736,-26.4465584906,-25.8794554717,-21.3742037736,-25.1028830189,-24.2299283019,-25.7164018868,-25.2485396226,-26.3838169811,-25.8846283019,-26.3473169811,-23.2595075472,-22.2909603774,-21.5197698113,-22.0510679245,-21.6774226415,-21.2189056604,-21.9698811321,1823.6,lap_8,event_1
-30.2087924528,-31.5951886792,-31.285509434,-28.6702603774,-25.6001509434,-27.768245283,-27.6730792453,-27.2241509434,-28.9186037736,-28.6430584906,-28.8944554717,-23.0302037736,-26.6344830189,-25.4776283019,-27.2835018868,-26.6575396226,-26.9350169811,-26.4223283019,-27.2537169811,-24.2941075472,-23.3046603774,-22.0037698113,-22.0510679245,-21.8441226415,-21.3865056604,-21.4710811321,1823.9,lap_8,event_1
-30.0377924528,-31.2231886792,-31.115509434,-29.7420603774,-25.6001509434,-27.939245283,-27.4935792453,-27.3951509434,-28.3816037736,-28.6430584906,-28.5394554717,-23.5272037736,-27.6552830189,-25.6559283019,-27.2835018868,-26.3055396226,-28.4047169811,-27.6769283019,-27.0724169811,-24.8114075472,-24.6556603774,-23.4551698113,-23.0659679245,-23.1776226415,-22.5593056604,-23.2999811321,1824.2,lap_8,event_1
-30.5497924528,-31.7821886792,-31.794509434,-29.7420603774,-25.9601509434,-28.794245283,-28.5708792453,-27.7381509434,-29.6336037736,-29.7413584906,-29.7814554717,-24.8522037736,-28.8472830189,-27.6165283019,-29.3729018868,-28.5955396226,-29.5077169811,-28.7525283019,-29.2477169811,-27.3982075472,-26.6826603774,-25.5531698113,-25.7718679245,-25.3446226415,-24.7379056604,-25.4609811321,1824.5,lap_8,event_1
-27.6497924528,-28.2451886792,-28.401509434,-27.4198603774,-23.6253509434,-26.401245283,-26.2365792453,-25.8521509434,-26.9506037736,-26.9956584906,-26.7664554717,-21.8712037736,-25.2730830189,-24.4081283019,-26.2388018868,-25.2485396226,-25.8327169811,-24.9884283019,-25.4409169811,-22.7423075472,-21.4464603774,-20.5518698113,-20.6979679245,-20.5106226415,-19.5434056604,-20.3071811321,1824.8,lap_8,event_2
-28.1607924528,-28.9901886792,-28.910509434,-26.7052603774,-23.4457509434,-25.546245283,-25.3387792453,-24.8241509434,-26.0566037736,-25.8974584906,-25.5254554717,-21.5392037736,-25.2730830189,-23.8734283019,-25.8905018868,-25.6005396226,-25.4652169811,-25.1676283019,-25.8034169811,-23.7768075472,-22.4598603774,-21.6811698113,-22.7276679245,-22.1775226415,-20.7163056604,-21.8035811321,1825.2,lap_8,event_2
-27.3077924528,-28.0591886792,-28.401509434,-27.5984603774,-24.1640509434,-25.717245283,-25.6978792453,-24.9951509434,-26.4146037736,-26.8126584906,-26.9434554717,-22.3682037736,-26.1239830189,-25.1211283019,-26.5870018868,-25.7765396226,-26.2001169811,-25.7053283019,-25.8034169811,-23.2595075472,-22.7976603774,-22.1650698113,-22.2202679245,-21.8441226415,-21.2189056604,-22.1360811321,1825.5,lap_8,event_2
-25.4312924528,-26.7563886792,-27.213509434,-25.4548603774,-21.8297509434,-24.179245283,-23.9022792453,-23.2811509434,-24.2680037736,-24.4331584906,-24.2834554717,-19.3862037736,-23.2309830189,-21.9126283019,-23.4528018868,-22.4295396226,-23.2604169811,-23.1961283019,-23.0841169811,-21.0180075472,-20.2641603774,-19.5839698113,-19.3447679245,-19.3438226415,-19.0408056604,-19.3095811321,1825.8,lap_8,event_2
-25.7727924528,-26.9424886792,-26.704509434,-25.8121603774,-22.0092509434,-24.008245283,-24.2613792453,-23.9671509434,-24.9834037736,-24.9822584906,-24.4614554717,-20.0482037736,-23.9116830189,-22.4473283019,-23.6270018868,-23.1345396226,-23.9953169811,-23.3753283019,-23.9906169811,-20.8455075472,-20.0952603774,-19.0999698113,-19.1756679245,-19.3438226415,-18.2031056604,-18.9770811321,1826.1,lap_8,event_2
-25.7727924528,-26.3840886792,-26.534509434,-25.6334603774,-22.3683509434,-24.691245283,-24.6204792453,-23.9671509434,-25.5196037736,-25.1652584906,-24.9934554717,-20.8772037736,-24.4221830189,-23.3386283019,-25.1940018868,-24.3675396226,-25.0977169811,-24.2715283019,-24.7157169811,-22.0525075472,-21.4464603774,-20.8745698113,-21.3744679245,-20.8440226415,-20.3812056604,-20.4734811321,1826.4,lap_8,event_2
-26.6257924528,-26.9424886792,-27.552509434,-25.6334603774,-23.2662509434,-25.033245283,-24.9796792453,-24.3091509434,-26.0566037736,-25.7143584906,-26.0574554717,-21.7052037736,-24.7625830189,-24.5864283019,-26.4129018868,-25.6005396226,-25.4652169811,-25.7053283019,-25.0783169811,-22.9147075472,-21.7842603774,-21.3584698113,-21.8819679245,-21.6774226415,-20.8838056604,-21.4710811321,1826.8,lap_8,event_2
-27.1377924528,-27.6871886792,-28.061509434,-27.0625603774,-23.9844509434,-26.059245283,-25.5183792453,-25.3381509434,-27.6666037736,-27.1787584906,-27.1214554717,-23.3622037736,-27.4852830189,-26.0124283019,-27.8059018868,-27.1865396226,-27.8537169811,-27.1392283019,-27.2537169811,-23.9493075472,-23.3046603774,-22.3263698113,-23.2350679245,-23.1776226415,-21.5540056604,-22.3023811321,1827.1,lap_8,event_2
-28.3317924528,-29.3621886792,-29.419509434,-27.9557603774,-25.0621509434,-26.572245283,-26.7752792453,-26.3671509434,-28.5606037736,-28.8261584906,-27.8304554717,-23.6932037736,-27.1452830189,-26.3689283019,-28.3282018868,-27.3625396226,-27.4862169811,-27.1392283019,-27.4347169811,-24.6390075472,-23.1356603774,-22.9721698113,-23.2350679245,-23.0110226415,-21.8891056604,-22.9673811321,1827.4,lap_8,event_2
-27.4787924528,-28.0591886792,-28.231509434,-26.3480603774,-23.4457509434,-26.059245283,-25.5183792453,-24.8241509434,-26.9506037736,-27.3617584906,-26.2344554717,-22.5332037736,-26.4642830189,-24.7646283019,-27.1094018868,-26.1295396226,-26.5676169811,-26.7807283019,-26.5286169811,-24.2941075472,-23.3046603774,-22.0037698113,-22.0510679245,-21.6774226415,-20.8838056604,-21.9698811321,1827.7,lap_8,event_2
-29.1847924528,-29.3621886792,-29.928509434,-27.2411603774,-24.3435509434,-26.913245283,-26.2365792453,-25.1671509434,-26.5926037736,-26.8126584906,-27.1214554717,-23.6932037736,-27.4852830189,-26.5471283019,-28.6765018868,-27.5385396226,-27.8537169811,-27.6769283019,-27.7977169811,-24.6390075472,-22.9666603774,-22.1650698113,-22.7276679245,-22.6776226415,-21.5540056604,-22.8011811321,1828.0,lap_8,event_2
-29.6967924528,-30.6651886792,-31.624509434,-30.2779603774,-26.6781509434,-29.135245283,-29.1095792453,-28.5951509434,-29.9916037736,-30.2904584906,-30.3134554717,-24.6872037736,-29.0172830189,-27.6165283019,-30.0693018868,-29.4765396226,-30.0587169811,-30.0065283019,-29.9727169811,-26.8802075472,-25.6686603774,-24.2621698113,-24.7573679245,-25.0116226415,-23.3971056604,-24.6300811321,1828.4,lap_8,event_2
-28.3317924528,-29.5481886792,-29.758509434,-28.8488603774,-25.4211509434,-27.768245283,-27.4935792453,-26.7091509434,-27.8446037736,-27.9108584906,-27.6534554717,-22.2022037736,-26.1239830189,-24.7646283019,-26.4129018868,-25.7765396226,-26.0164169811,-25.1676283019,-25.0783169811,-23.4320075472,-22.9666603774,-22.0037698113,-22.2202679245,-22.3442226415,-22.3918056604,-22.8011811321,1828.7,lap_8,event_2
-26.9667924528,-28.2451886792,-28.570509434,-27.5984603774,-23.4457509434,-25.888245283,-25.3387792453,-25.3381509434,-26.5926037736,-26.2635584906,-26.2344554717,-22.0362037736,-25.9537830189,-24.4081283019,-26.0647018868,-25.7765396226,-26.2001169811,-25.5261283019,-25.8034169811,-24.4666075472,-23.4736603774,-22.4877698113,-22.8967679245,-22.1775226415,-22.2242056604,-22.8011811321,1829.0,lap_8,event_2
-26.2847924528,-27.6871886792,-28.061509434,-26.1693603774,-22.5479509434,-24.350245283,-24.2613792453,-24.1381509434,-25.1626037736,-24.9822584906,-24.6384554717,-21.5392037736,-24.0818830189,-23.3386283019,-25.1940018868,-24.1915396226,-25.6489169811,-25.5261283019,-25.4409169811,-22.3974075472,-21.9531603774,-21.6811698113,-20.8670679245,-20.3439226415,-19.0408056604,-19.9746811321,1829.3,lap_8,event_2
-24.5781924528,-25.2673886792,-25.516509434,-24.3830603774,-20.9318509434,-22.982245283,-22.8248792453,-22.7671509434,-23.5526037736,-23.7009584906,-23.2194554717,-18.5578037736,-21.8695830189,-20.8431283019,-22.2340018868,-21.7255396226,-22.7092169811,-22.2999283019,-22.3590169811,-18.9488075472,-17.5617603774,-17.1641698113,-17.4841679245,-17.0101226415,-16.0249056604,-16.6493811321,1829.6,lap_8,event_2
-26.1137924528,-27.1285886792,-27.043509434,-24.7403603774,-21.6501509434,-23.324245283,-23.0044792453,-22.7671509434,-23.7315037736,-23.8839584906,-24.2834554717,-19.8832037736,-23.2309830189,-21.5561283019,-23.4528018868,-22.9585396226,-23.9953169811,-23.7338283019,-23.4467169811,-21.7077075472,-20.6019603774,-19.7452698113,-20.3596679245,-19.5105226415,-19.2084056604,-19.9746811321,1830.0,lap_8,event_2
-30.7207924528,-31.5951886792,-31.285509434,-29.2061603774,-25.7801509434,-27.939245283,-27.8526792453,-26.5381509434,-28.2026037736,-28.0939584906,-28.1854554717,-23.5272037736,-27.4852830189,-26.3689283019,-28.1541018868,-27.1865396226,-27.4862169811,-26.7807283019,-27.9787169811,-25.3287075472,-24.4866603774,-23.9391698113,-23.9116679245,-23.6776226415,-23.0620056604,-23.4661811321,1830.3,lap_8,event_2
